INDICADORA_GEOG1;INDICADORA_A00;INDICADORA_A01;INDICADORA_B00;INDICADORA_B01;INDICADORA_C00;INDICADORA_C01;INDICADORA_C02;INDICADORA_C03;INDICADORA_C04;INDICADORA_C05;INDICADORA_C06;INDICADORA_C07;INDICADORA_C08;INDICADORA_C09;INDICADORA_C10;V884;V878;V1883
76;;1;;5;9999;;;;;;;;;;;91206,1046581000511;2018,06199370245895282451583449429700436;308239,2052988186236
76;;1;;5;;1;;;;;;;;;;60833,6070737156598;2041,12762103324425896577268081072360574;207045,6800273534709
76;;1;;5;;;2;;;;;;;;;86373,5172440483747;2054,852297099093609141847029868833181871;293643,5608467298009
76;;1;;5;;;;3;;;;;;;;28564,3684916783097;2654,787221669754487844992817708577896084;96505,3342542352086
76;;1;;5;;;;;4;;;;;;;89590,3574235120141;2032,590910967402564938339963054925653841;303316,7028923659482
76;;1;;5;;;;;;5;;;;;;82066,7429659928352;2108,142312928040571069051031322533789379;279643,0760002665106
76;;1;;5;;;;;;;6;;;;;19547,4702680767945;2946,305310821812423912780769950616811812;67506,2032553685171
76;;1;;5;;;;;;;;7;;;;29736,1667597367059;3025,769119215554930431512425423609901618;101143,9297456529456
76;;1;;5;;;;;;;;;9;;;38263,4475944596617;2150,490034558093605826322079230118181083;133410,0371670901207
76;;1;;5;;;;;;;;;;10;;24524,2422157188779;3425,09734121122358377239229749090245426;83528,2105582952175
76;;1;;5;;;;;;;;;;;8;22838,9714441006306;3258,14261714033241080975179073395964755;77204,3284697027636
76;;1;;6;9999;;;;;;;;;;;62206,3279464337353;2468,405435883290620072337715574884523328;225853,6383380429443
76;;1;;6;;1;;;;;;;;;;44834,5373451222728;2546,383559649229096865741767820728128224;163056,3448286185075
76;;1;;6;;;2;;;;;;;;;59505,2893186882451;2505,78763923737685976902769488036219075;217225,8709113762131
76;;1;;6;;;;3;;;;;;;;22792,618942663715;3205,178238150786412492191560819748516209;81907,0992748242091
76;;1;;6;;;;;4;;;;;;;61427,0628460107886;2482,483315386372053446620406012960904823;222886,284435989516
76;;1;;6;;;;;;5;;;;;;56848,7255088541337;2568,594680038704981050605697799187612143;209101,2474824198101
76;;1;;6;;;;;;;6;;;;;18543,2651274462585;3397,095099107905399411094490269534724612;66841,5088962668844
76;;1;;6;;;;;;;;7;;;;25566,0886880200839;3515,38027720392533613081644817697435563;95076,5437305119123
76;;1;;6;;;;;;;;;9;;;28140,6488110721291;2658,834308868544019770368822628905558184;106042,7736955006405
76;;1;;6;;;;;;;;;;10;;21570,5857773102937;3802,214101926872576568551181390015292133;77996,5732784134572
76;;1;;6;;;;;;;;;;;8;20319,6607847028489;3765,175970128915124259904040075266796409;74982,6764368215306
76;;1;;7;9999;;;;;;;;;;;34294,3684545568582;3504,879646136772416498270586824176970392;128750,1422046485895
76;;1;;7;;1;;;;;;;;;;25206,7669484693282;3558,892834406399665683739965223565828354;95214,0939147481903
76;;1;;7;;;2;;;;;;;;;33184,4575520759822;3547,052213892973860782232179653357266308;124979,2140048821424
76;;1;;7;;;;3;;;;;;;;15875,9978831533006;4702,924626249392866900093950073531605131;58502,9811332503305
76;;1;;7;;;;;4;;;;;;;34017,7625111870045;3517,68751112820255333415882243693350642;127754,8810487188871
76;;1;;7;;;;;;5;;;;;;32262,4166771288544;3616,287648857542803013344474778615088237;122249,8932892270409
76;;1;;7;;;;;;;6;;;;;14402,3190559996815;4810,047557061071271600561877678764067713;54233,750274288723
76;;1;;7;;;;;;;;7;;;;19086,0897441239511;4669,421434887705109581616697190761049091;73101,9713902064543
76;;1;;7;;;;;;;;;9;;;15712,7803939189743;3420,133940324597071168648238215133393632;61079,2780068408167
76;;1;;7;;;;;;;;;;10;;16819,1755165005629;5082,197201570010782400722219190748679495;62751,2483431128236
76;;1;;7;;;;;;;;;;;8;16086,4826727467877;4937,417784194057706861938134155303369058;61055,6970867516317
76;;1;;8;9999;;;;;;;;;;;18598,3152278569257;4945,361113953160713403629632352724897427;71148,9250941557523
76;;1;;8;;1;;;;;;;;;;14198,5447855790557;4969,445625472504637582130991343816987602;54223,5745230786546
76;;1;;8;;;2;;;;;;;;;17902,1136513465575;5032,411356222526225074734996036567309502;68743,1756445634602
76;;1;;8;;;;3;;;;;;;;10257,1204252889394;6099,181686522621526538737664249936215654;38434,865467733264
76;;1;;8;;;;;4;;;;;;;18515,1350876095013;4955,65634007342411219708136867586728235;70809,1543464057892
76;;1;;8;;;;;;5;;;;;;17756,3265079513075;5075,388043095498296909805143284780190354;68198,2977513220365
76;;1;;8;;;;;;;6;;;;;9388,0083340782463;6321,688956099626630490626680432454894919;35299,0548666442832
76;;1;;8;;;;;;;;7;;;;12009,6609531017011;5828,456891909386385455126037334868439343;46421,2580712551045
76;;1;;8;;;;;;;;;9;;;8860,0358818494538;4886,016748277974917358196503464633544522;35239,7744367317572
76;;1;;8;;;;;;;;;;10;;11322,7249843157125;6527,16262261049100939720266168708753782;43014,5987698552235
76;;1;;8;;;;;;;;;;;8;10107,5494101532071;6006,998101273805244440386464807249185324;38680,709743079958
76;;1;;9;9999;;;;;;;;;;;8506,7670536056566;5987,941325229736454446892869455378042326;33461,057242819858
76;;1;;9;;1;;;;;;;;;;6928,0708524802832;5626,951758720793612298921872709727080953;27302,2153893886344
76;;1;;9;;;2;;;;;;;;;8329,1990867407357;6057,024453262773456042623666505172059055;32913,2206868873109
76;;1;;9;;;;3;;;;;;;;5382,8950445774728;7511,107516604063510677211887527822389976;20632,7636638152534
76;;1;;9;;;;;4;;;;;;;8429,1744954997941;6003,007047309433191665861274409556918733;33206,906551945359
76;;1;;9;;;;;;5;;;;;;8189,819718352856;6067,238746557124330028486634069698617052;32457,194711948229
76;;1;;9;;;;;;;6;;;;;4864,0493652804414;7618,51151238707756966813814901602459417;18893,2348563920374
76;;1;;9;;;;;;;;7;;;;6014,0120066306159;7277,980285268753019200904563827520946866;23652,7457543397289
76;;1;;9;;;;;;;;;9;;;3962,6500978166371;5297,474841526789416197249251817043624031;16408,281177401193
76;;1;;9;;;;;;;;;;10;;5670,5266399375339;7764,739538611997772431396409779053053046;21922,1537632969398
76;;1;;9;;;;;;;;;;;8;5241,8331547423002;7707,101281560964831517611385112680518047;20229,4576986327957
76;;1;;10;9999;;;;;;;;;;;9897,7437547233124;10275,2906216469513026209883934542286994;40489,3707699079723
76;;1;;10;;1;;;;;;;;;;7898,9779383201631;10612,2166352628300357183100441002035787;32059,7733783174953
76;;1;;10;;;2;;;;;;;;;9763,66037960152;10357,8563928000622731720794260782768245;40028,7817910241305
76;;1;;10;;;;3;;;;;;;;7441,170001399491;11764,2966675025443097389519069473113041;30164,9228733351624
76;;1;;10;;;;;4;;;;;;;9897,7437547233124;10275,2906216469513026209883934542286994;40489,3707699079723
76;;1;;10;;;;;;5;;;;;;9669,4876940597013;10453,8301137224627050269061687176885471;39795,1928249893169
76;;1;;10;;;;;;;6;;;;;7007,1847539100053;11894,2001758538839136716613433032519498;27900,649834474204
76;;1;;10;;;;;;;;7;;;;8000,0367956190861;10912,2760149734969487557858376866228768;32677,3308531889487
76;;1;;10;;;;;;;;;9;;;4004,1940265400005;7594,499576921997592858986209090695800763;17747,9952611228778
76;;1;;10;;;;;;;;;;10;;8081,1850944611845;11735,7584987346408464704216597344728288;32488,4347522771162
76;;1;;10;;;;;;;;;;;8;7391,0777969806223;11353,956153899306921645627294664988421;30388,7096541335551
76;;2;9999;;9999;;;;;;;;;;;107647,4115216970974;1354,283855193047140841180007216219959479;371300,6987346694797
76;;2;9999;;;1;;;;;;;;;;74348,4707526946616;1406,693076711930570508721679790354736037;259782,5668045368337
76;;2;9999;;;;2;;;;;;;;;85217,1514812728014;1446,995614681994097407477640298474173887;299733,5966048544924
76;;2;9999;;;;;3;;;;;;;;21598,8461802355991;1909,939203348389203975358026143121003831;75432,8908391194494
76;;2;9999;;;;;;4;;;;;;;91119,8869402491717;1419,243274961444885006837008522154581055;315744,0121121271617
76;;2;9999;;;;;;;5;;;;;;67518,0954144139142;1535,872478469740052240807426429529942231;238660,3197555877403
76;;2;9999;;;;;;;;6;;;;;3437,4636309558988;2802,253263074195837653500318728324764713;11222,241055999422
76;;2;9999;;;;;;;;;7;;;;8332,2669914726052;2851,769549458202451175438617065522402353;30189,7937001973049
76;;2;9999;;;;;;;;;;9;;;62643,3628934092448;1440,190166405652713924253912200016785465;226303,8088513751168
76;;2;9999;;;;;;;;;;;10;;20610,8538676904128;2413,522993604347134994959915619499343218;70505,6882651191056
76;;2;9999;;;;;;;;;;;;8;3930,9191455912646;3500,238794615716836423776411966527591676;14092,0047978482133
76;;2;;1;9999;;;;;;;;;;;1620,0792276822354;782,324012146068524057386782394870559968;4331,1525040300727
76;;2;;1;;1;;;;;;;;;;770,5526465279478;807,585696405187360126738731143466303428;1874,7759267144024
76;;2;;1;;;2;;;;;;;;;664,2087978641543;682,500681646824492753542276920050490039;2187,6247984230123
76;;2;;1;;;;3;;;;;;;;8,8712268803727;467,516697592151935449925610927201618905;22,4534414393392
76;;2;;1;;;;;4;;;;;;;639,0308352335719;707,589473335260876563309781546679612159;1824,0142885948559
76;;2;;1;;;;;;5;;;;;;603,0156478663689;859,078595602845593016623375791673817381;1580,1158019408539
76;;2;;1;;;;;;;6;;;;;5,3617364129625;600;5,3617364129625
76;;2;;1;;;;;;;;7;;;;9,8064045879957;600;19,6128091759914
76;;2;;1;;;;;;;;;9;;;431,9220694094882;968,731332290581337154893030702836653769;1243,6531215902471
76;;2;;1;;;;;;;;;;10;;39,766724352951;1041,601269058978031088621857541994828608;101,3160210848491
76;;2;;2;9999;;;;;;;;;;;4357,7492714601926;807,915267890148305870701879749282720523;12533,37310869824
76;;2;;2;;1;;;;;;;;;;2321,8376260655548;819,484893432221129750969687439892117733;6686,9998535877348
76;;2;;2;;;2;;;;;;;;;2376,3877004753856;887,163767825627370960535369241097871855;6954,2028821221328
76;;2;;2;;;;3;;;;;;;;415,3743546920451;1059,168058039833416044308021024993880963;1106,338430493833
76;;2;;2;;;;;4;;;;;;;2539,5913434099732;914,30521403882196330349486290329650091;7210,2986949907603
76;;2;;2;;;;;;5;;;;;;1644,2373172302507;896,362624420609573096872822871069690436;4618,8148118785631
76;;2;;2;;;;;;;6;;;;;64,8279849357991;1632,030550513371226491983281215499285362;79,0721523447251
76;;2;;2;;;;;;;;7;;;;51,8246232039276;1531,61556120565314832445663965079950841;156,9774861159493
76;;2;;2;;;;;;;;;9;;;1540,5370369091998;928,206142154178609760245477695679861427;4602,1615661175029
76;;2;;2;;;;;;;;;;10;;251,8762027064985;1783,547223833396359861505382919765636395;728,5996879916859
76;;2;;2;;;;;;;;;;;8;2,865342197338;510;5,730684394676
76;;2;;3;9999;;;;;;;;;;;8677,6648898281517;1019,126237257980202247494320927837543898;27011,5412671539445
76;;2;;3;;1;;;;;;;;;;5043,9832233030762;1059,962758279808382201480042233325999789;16107,2599851656504
76;;2;;3;;;2;;;;;;;;;5264,7814348650894;1077,717236491398787821739176396465834546;17265,1984479154202
76;;2;;3;;;;3;;;;;;;;1211,7037536473357;1413,990099285992355745086677303627443817;3734,0979579680752
76;;2;;3;;;;;4;;;;;;;5981,1630205310344;1004,77725337330291693357993601183044478;18624,0573603873406
76;;2;;3;;;;;;5;;;;;;3766,8358969196522;1016,210402660240011934574709833959305573;12232,1192161130203
76;;2;;3;;;;;;;6;;;;;196,4082818653437;3906,884918985694196522799040802327187394;492,4274676112989
76;;2;;3;;;;;;;;7;;;;223,23034348851;1202,794318514744351588270582040067635284;614,6799438297607
76;;2;;3;;;;;;;;;9;;;4174,9815618500894;967,91013604185500681742079252444939096;13347,3580893610207
76;;2;;3;;;;;;;;;;10;;685,5699786997543;2049,275250717302317207054856089977986339;2118,2323563952789
76;;2;;3;;;;;;;;;;;8;100,1341922046696;1118,757266870893297790239492805722136383;262,9710966854487
76;;2;;4;9999;;;;;;;;;;;21783,3851952891204;1095,327263093192063776641630159819237463;72120,6719661057944
76;;2;;4;;1;;;;;;;;;;14259,2210193226254;1107,676347710594860613214978378246096552;47789,6814204082296
76;;2;;4;;;2;;;;;;;;;15816,6913151156043;1140,060061650875999372368963483546169633;53455,7699214347087
76;;2;;4;;;;3;;;;;;;;3627,902154156524;1652,155662849684051299283209266627590241;12122,1805635522591
76;;2;;4;;;;;4;;;;;;;17290,7496999834615;1127,126358659740316059441547246337680432;57198,2194620212203
76;;2;;4;;;;;;5;;;;;;11147,6543093357561;1298,673694151569099735623704492849461028;37918,6796851987259
76;;2;;4;;;;;;;6;;;;;362,8267306398051;1926,853076485099414572193511072616599744;1202,5175188534344
76;;2;;4;;;;;;;;7;;;;973,3224828409391;2958,764354757715255259013132695947764312;3145,1575117170052
76;;2;;4;;;;;;;;;9;;;11119,3594619729635;1076,897620775235784316807948004683489392;38104,1841194351532
76;;2;;4;;;;;;;;;;10;;2553,7658120708913;2274,01107374317103931374531961221880686;8238,280485124349
76;;2;;4;;;;;;;;;;;8;440,7461687519216;3306,221656373357886993800341422372745841;1396,2262795321181
76;;2;;5;9999;;;;;;;;;;;29571,7975108155035;1226,885575906616893865936600953453511293;102638,8776180858976
76;;2;;5;;1;;;;;;;;;;20644,5973175799914;1213,454863557608639732055548932638426686;71760,6782677968875
76;;2;;5;;;2;;;;;;;;;24706,0269775056713;1277,953334372053448364076440192913766249;85859,3170966878239
76;;2;;5;;;;3;;;;;;;;5887,0767359424792;1496,206879907519988218781810650129583222;20153,6222933417319
76;;2;;5;;;;;4;;;;;;;26160,2542794302924;1245,920278349134728015710155703214479424;90123,4448079980555
76;;2;;5;;;;;;5;;;;;;19278,6737541494089;1319,277285259012561057443823070891958494;67260,9732228322827
76;;2;;5;;;;;;;6;;;;;850,759809200626;2469,133053900708678667866432596818438909;2721,3455507878384
76;;2;;5;;;;;;;;7;;;;2052,4515728766155;2229,537350341372977428683592201641393213;6971,8032505133694
76;;2;;5;;;;;;;;;9;;;17689,8815823064791;1271,971076997867309708691012367063968306;63535,5255293685833
76;;2;;5;;;;;;;;;;10;;4890,1128095461348;1926,192163337338087636373693107644335407;15978,1052018436659
76;;2;;5;;;;;;;;;;;8;960,6720304900319;2762,688324236680078076680978885099500839;3166,2431071821311
76;;2;;6;9999;;;;;;;;;;;22832,7702767947073;1479,167093096648087968364849279863979884;83160,6621681140654
76;;2;;6;;1;;;;;;;;;;16803,5146556969362;1517,535095224278651445479581957163053575;61196,6027037963181
76;;2;;6;;;2;;;;;;;;;19588,1183867770795;1539,183577861736706664551530593014235466;71657,2513759604861
76;;2;;6;;;;3;;;;;;;;5233,4764195512227;2001,91728686651443606261243248846086105;19310,1026059371901
76;;2;;6;;;;;4;;;;;;;20767,932050989613;1514,462903243618183353617688609342129388;75318,3112197774427
76;;2;;6;;;;;;5;;;;;;16398,3714153906456;1616,653749035012957902073956778504249894;60168,7627363003042
76;;2;;6;;;;;;;6;;;;;746,6066563749778;2488,575863510547082194395516241321048429;2546,8636065775222
76;;2;;6;;;;;;;;7;;;;2114,5716119606437;3020,426546758681220110032710352595275623;7901,6875137532471
76;;2;;6;;;;;;;;;9;;;15031,9897667100235;1525,91005072281107817650254169514088316;56486,6264860139999
76;;2;;6;;;;;;;;;;10;;5462,3105458570055;2351,626122056456184834863822098475199877;19412,6551904410494
76;;2;;6;;;;;;;;;;;8;956,0554959621317;4004,665809596011183410972860823093624667;3625,5226909958748
76;;2;;7;9999;;;;;;;;;;;10978,206239953304;1723,24982392057047316664320188750521879;40058,1471450687218
76;;2;;7;;1;;;;;;;;;;8210,5353600880384;1755,42102887055240310077451019160494467;30136,1121377984035
76;;2;;7;;;2;;;;;;;;;9655,6838749440725;1778,532158903956276542566594192307729544;35419,9821851301492
76;;2;;7;;;;3;;;;;;;;2641,8180220802391;2114,543315778230781722988398359200443673;9434,9228756800937
76;;2;;7;;;;;4;;;;;;;10197,9788711528621;1769,468942692878815941526663822959861961;37089,7393232572941
76;;2;;7;;;;;;5;;;;;;8300,6024507455552;1859,933188038180395509190638034961699921;30432,2356001798448
76;;2;;7;;;;;;;6;;;;;480,4269765969612;2150,059455043303344910431472645397280047;1595,8233900535258
76;;2;;7;;;;;;;;7;;;;1372,7932055908691;2589,501053217297877458858123291755522393;5353,951248556096
76;;2;;7;;;;;;;;;9;;;7359,470895222776;1774,426495385599578903420293804995289764;27960,8378859828729
76;;2;;7;;;;;;;;;;10;;3246,2586894879768;2317,943601756739070659526262376864595269;11424,2025975563711
76;;2;;7;;;;;;;;;;;8;637,4342648704354;2813,205686554390403528346520369420061805;2363,828871201145
76;;2;;8;9999;;;;;;;;;;;4705,608922884478;2111,444128375129584902428093238104032341;17505,4872435458554
76;;2;;8;;1;;;;;;;;;;3842,8465065530999;2163,766123917277688566092861316554207178;14577,5996023290727
76;;2;;8;;;2;;;;;;;;;4273,4546812578263;2163,289886100235048553064313706066671246;16015,6585941019981
76;;2;;8;;;;3;;;;;;;;1385,4551958310619;2808,785873882967716222436534382132127417;5184,3494944516998
76;;2;;8;;;;;4;;;;;;;4532,8969965478262;2151,786107225229938903736284777500817781;16924,1797531279953
76;;2;;8;;;;;;5;;;;;;3723,2076248937593;2244,211637671616997866021226786992466301;14269,1129478626714
76;;2;;8;;;;;;;6;;;;;353,148913451136;4165,015788689020700607366607442439043228;1284,198624264309
76;;2;;8;;;;;;;;7;;;;806,3335704438746;3902,129559322184777706438491292711150861;3158,554854754618
76;;2;;8;;;;;;;;;9;;;3276,1357504952349;2190,507634438577833537445556236754384705;12791,2496796710205
76;;2;;8;;;;;;;;;;10;;1959,6289318306296;2981,983583099546722584826313547651309455;6986,2116454488432
76;;2;;8;;;;;;;;;;;8;414,6933411854422;4343,467192330829127845455128029792841687;1635,8765885198062
76;;2;;9;9999;;;;;;;;;;;1811,3553780526704;2745,151067719570278220016495083407339627;6774,3538274326715
76;;2;;9;;1;;;;;;;;;;1434,5586241192296;2946,51962151968793785178640078016543167;5378,8376835041375
76;;2;;9;;;2;;;;;;;;;1681,8900299832953;2812,131856888293282783632335819789444308;6243,2234233070794
76;;2;;9;;;;3;;;;;;;;653,8342571500013;2905,605978633690529031387532280377486177;2380,0945221646083
76;;2;;9;;;;;4;;;;;;;1744,3537355463358;2795,759331684372493069333214401591190358;6421,1271167146624
76;;2;;9;;;;;;5;;;;;;1519,5296511327083;2422,170090460887730438956319387141628788;5703,9911662116858
76;;2;;9;;;;;;;6;;;;;177,4086778567297;3337,526789012601232054004045375653922534;652,4331003502804
76;;2;;9;;;;;;;;7;;;;337,3230215478801;3299,078982388628231872203366336607166907;1258,4345660426483
76;;2;;9;;;;;;;;;9;;;1211,0954616171774;2928,862996716091128039125182910536580185;4705,8056712990082
76;;2;;9;;;;;;;;;;10;;854,7033287277373;3986,938084923585315220089228881630561306;2889,9318617137223
76;;2;;9;;;;;;;;;;;8;187,7610581316537;4250,062646654533249041119463604189802097;656,0106232380444
76;;2;;10;9999;;;;;;;;;;;1308,7946089367341;3371,422859894308718161741256020369889932;5166,4318864342164
76;;2;;10;;1;;;;;;;;;;1016,8237734381619;3356,837131167975980058926519042959712996;4274,0192234359972
76;;2;;10;;;2;;;;;;;;;1189,9082824846229;3505,422177313770920964046308189939199356;4675,3678797716817
76;;2;;10;;;;3;;;;;;;;533,3340603043174;4572,080379828289287242675927463653254607;1984,7286540906191
76;;2;;10;;;;;4;;;;;;;1265,9361074242012;3418,086001455752729453721115217749420318;5010,6200852575346
76;;2;;10;;;;;;5;;;;;;1135,967346749809;3506,310709175926506221515739147445093149;4475,5145670697882
76;;2;;10;;;;;;;6;;;;;199,6878636215577;5020,920945725258957742380218277206757439;642,1979087435253
76;;2;;10;;;;;;;;7;;;;390,6101549313498;4482,898070275304884492861521691395458053;1608,9345157386195
76;;2;;10;;;;;;;;;9;;;807,989306915813;3878,428712537869668518305816865903909548;3526,4067025357081
76;;2;;10;;;;;;;;;;10;;666,8608444108337;4500,816025373180486027520278514831412343;2628,1532175192908
76;;2;;10;;;;;;;;;;;8;230,5572517976405;5696,229176593248228257081303371836007178;979,594856098969
